1,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,2e-3,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1e-3,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,9e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,8.88e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,8e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,5e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,2.5e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1e-4,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,5e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,4.4e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1.49e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1.48e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1.47e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,1e-5,NumPartitions,Frequency Base (s),Frequency TMR (ns),Slowdown Factor,,
/home/dsmu186/ths/workflow/blifs/spla.blif,N/A,N/A,N/A,N/A,,,1,2.83119e-09,3.18063e-09,1.1234251321882318,,,1,2.49555e-09,2.84499e-09,1.140025244935986,,,1,2.83809e-09,3.18753e-09,1.1231250594590023,,,1,2.83119e-09,2.84499e-09,1.0048742754813347,,,1,2.82429e-09,2.83809e-09,1.004886183784243,,,1,2.48865e-09,2.84499e-09,1.1431860647338918,,,2,2.83119e-09,2.85189e-09,1.007311413222002,,,4,2.83119e-09,3.53697e-09,1.249287402117131,,,8,2.15301e-09,4.22895e-09,1.9642036033274344,,,12,2.83119e-09,4.90713e-09,1.7332393799073886,,,24,2.83119e-09,4.22895e-09,1.4937005287529272,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/s38584.1.blif,N/A,N/A,N/A,N/A,,,1,3.18063e-09,4.93512e-09,1.551617132454891,,,1,3.21552e-09,4.93512e-09,1.5347813106433796,,,1,3.21552e-09,4.61328e-09,1.4346917450365724,,,1,3.18063e-09,4.61328e-09,1.450429631865385,,,1,3.21552e-09,4.61328e-09,1.4346917450365724,,,2,3.21552e-09,5.6478e-09,1.7564188684878341,,,3,3.18063e-09,5.6547e-09,1.7778553305477218,,,7,3.18063e-09,5.99034e-09,1.8833815942124674,,,14,3.21552e-09,5.99034e-09,1.862945962083893,,,20,3.18063e-09,5.99034e-09,1.8833815942124674,,,104,3.21552e-09,5.97654e-09,1.858654276757725,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/des.blif,N/A,N/A,N/A,N/A,,,1,2.13231e-09,2.48865e-09,1.1671145377548293,,,1,2.15301e-09,2.48175e-09,1.152688561595162,,,1,2.14611e-09,2.14611e-09,1.0,,,1,2.15301e-09,2.49555e-09,1.1590981927626904,,,1,2.14611e-09,2.48865e-09,1.159609712456491,,,1,2.13921e-09,2.49555e-09,1.166575511520608,,,1,2.14611e-09,1.44723e-09,0.674350336189664,,,2,2.13231e-09,2.83809e-09,1.3309931482758135,,,4,2.14611e-09,3.20133e-09,1.4916896151641807,,,5,2.14611e-09,3.18063e-09,1.48204425681815,,,10,2.15301e-09,3.53697e-09,1.6428024022182897,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/apex2.blif,N/A,N/A,N/A,N/A,,,1,2.48175e-09,2.48865e-09,1.0027802961619825,,,1,2.84499e-09,2.84499e-09,1.0,,,1,2.83809e-09,2.84499e-09,1.0024312125408286,,,1,2.83809e-09,2.83119e-09,0.9975687874591714,,,1,2.49555e-09,2.84499e-09,1.140025244935986,,,1,2.83119e-09,3.17373e-09,1.1209879944475645,,,1,2.49555e-09,3.17373e-09,1.2717557251908396,,,2,2.83119e-09,3.18063e-09,1.1234251321882318,,,4,2.50245e-09,3.53697e-09,1.4134028651921116,,,6,2.49555e-09,3.53007e-09,1.4145458916872031,,,12,2.49555e-09,4.56459e-09,1.8290917833744063,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/apex4.blif,N/A,N/A,N/A,N/A,,,1,2.14611e-09,2.48865e-09,1.159609712456491,,,1,2.13921e-09,2.50245e-09,1.1698010013042197,,,1,2.13921e-09,2.14611e-09,1.0032254897836117,,,1,2.13921e-09,2.13921e-09,1.0,,,1,2.15301e-09,2.49555e-09,1.1590981927626904,,,1,2.13921e-09,2.13921e-09,1.0,,,1,2.13921e-09,2.48175e-09,1.1601245319533846,,,2,2.13921e-09,2.49555e-09,1.166575511520608,,,3,2.14611e-09,2.49555e-09,1.162824831905168,,,4,2.15301e-09,3.19443e-09,1.4837042094555992,,,8,2.14611e-09,3.51627e-09,1.638438849825964,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/pdc.blif,N/A,N/A,N/A,N/A,,,1,3.18063e-09,3.18753e-09,1.00216938153762,,,1,2.84499e-09,3.19443e-09,1.1228264422722047,,,1,2.83119e-09,3.18753e-09,1.1258622699288992,,,1,2.84499e-09,3.19443e-09,1.1228264422722047,,,1,2.85189e-09,3.18063e-09,1.1152709255967095,,,1,3.17373e-09,3.18753e-09,1.0043481959713019,,,2,2.85189e-09,3.87261e-09,1.3579100175672973,,,5,3.18063e-09,3.86571e-09,1.215391290404731,,,10,2.85189e-09,4.24275e-09,1.4876976320966095,,,15,2.83809e-09,4.91403e-09,1.7314567191315284,,,29,2.84499e-09,4.57839e-09,1.609281579197115,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/misex3.blif,N/A,N/A,N/A,N/A,,,1,2.48175e-09,2.14611e-09,0.8647567240858266,,,1,2.13921e-09,2.48865e-09,1.1633500217369963,,,1,2.13921e-09,2.14611e-09,1.0032254897836117,,,1,2.48175e-09,2.49555e-09,1.005560592323965,,,1,2.48175e-09,2.49555e-09,1.005560592323965,,,1,2.13921e-09,2.14611e-09,1.0032254897836117,,,1,2.14611e-09,2.83119e-09,1.319219424912982,,,2,2.13921e-09,2.49555e-09,1.166575511520608,,,3,2.15301e-09,2.83119e-09,1.3149915699416166,,,5,2.48175e-09,3.16683e-09,1.2760471441523118,,,9,2.15301e-09,3.17373e-09,1.4740897627043068,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/dsip.blif,N/A,N/A,N/A,N/A,,,1,1.33555e-09,1.33555e-09,1.0,,,1,1.33555e-09,1.44723e-09,1.0836209801205496,,,1,1.33555e-09,1.44723e-09,1.0836209801205496,,,1,1.10469e-09,1.44723e-09,1.3100779404176737,,,1,1.33555e-09,1.44723e-09,1.0836209801205496,,,1,1.33555e-09,1.44723e-09,1.0836209801205496,,,1,1.10469e-09,1.44723e-09,1.3100779404176737,,,2,1.33555e-09,2.02063e-09,1.5129572086406349,,,3,1.10469e-09,2.02753e-09,1.8353836823000116,,,5,1.33555e-09,2.02063e-09,1.5129572086406349,,,20,1.33555e-09,2.37007e-09,1.7746022238029275,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/alu4.blif,N/A,N/A,N/A,N/A,,,1,2.13921e-09,2.81739e-09,1.3170235741231575,,,1,2.48865e-09,2.83119e-09,1.137640889638961,,,1,2.48865e-09,2.49555e-09,1.0027725875474656,,,1,1.80357e-09,2.83119e-09,1.5697699562534306,,,1,2.15301e-09,2.82429e-09,1.3117867543578523,,,1,2.48865e-09,2.83119e-09,1.137640889638961,,,1,2.15301e-09,2.83119e-09,1.3149915699416166,,,2,2.48865e-09,2.84499e-09,1.1431860647338918,,,4,2.48865e-09,3.19443e-09,1.2835995419203183,,,5,2.13921e-09,3.18753e-09,1.4900500652109891,,,10,2.15301e-09,3.51627e-09,1.6331879554669972,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
/home/dsmu186/ths/workflow/blifs/tseng.blif,N/A,N/A,N/A,N/A,,,1,4.4878e-09,5.52232e-09,1.230518294041624,,,1,4.4671e-09,5.52232e-09,1.2362203666808445,,,1,4.4878e-09,5.52232e-09,1.230518294041624,,,1,4.81654e-09,5.52232e-09,1.1465325731749347,,,1,4.4878e-09,5.52232e-09,1.230518294041624,,,1,4.4878e-09,5.52232e-09,1.230518294041624,,,1,4.81654e-09,5.52232e-09,1.1465325731749347,,,2,4.4809e-09,5.52922e-09,1.2339530005132897,,,3,4.4878e-09,7.24882e-09,1.6152279513347296,,,4,4.4878e-09,7.25572e-09,1.616765453005927,,,17,4.4602e-09,8.98222e-09,2.0138603650060536,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,,
