results_w60/alu4.blif.txt,0,0,121,446,955,0,0,14,8,0,1522,15,4.711e-009,4.08576e-009,4.08576e-009,4.79098, 75,3.33302e+006,2.26645e+006,7029.98,0.369,4.15413e-009,22.625
results_w60/alu4TMR.blif.txt,0,0,363,1346,2865,0,0,14,8,0,4574,25,6.763e-009,5.13331e-009,5.13331e-009,5.38017, 185,9.25838e+006,6.78457e+006,6911.60,0.494,5.19068e-009,101.828
results_w60/apex2.blif.txt,0,0,117,589,1172,0,0,38,3,0,1878,16,5.533e-009,4.50698e-009,4.50698e-009,5.53926, 67,3.79224e+006,2.78492e+006,7059.80,0.553,4.71209e-009,34.256
results_w60/apex2TMR.blif.txt,0,0,351,1770,3516,0,0,38,3,0,5637,29,8.258e-009,6.14924e-009,6.14924e-009,6.34397, 191,1.2458e+007,8.3548e+006,6776.89,0.628,6.08087e-009,153.485
results_w60/apex4.blif.txt,1,0,23,538,700,0,0,9,19,0,1262,14,4.29e-009,3.87996e-009,3.87996e-009,5.13079, 61,2.90343e+006,1.8813e+006,7068.06,0.492,4.14244e-009,20.928
results_w60/apex4TMR.blif.txt,3,0,69,1633,2100,0,0,9,19,0,3805,23,6.41e-009,4.9062e-009,4.9062e-009,5.66967, 182,7.83632e+006,5.64393e+006,6847.03,0.639,5.04294e-009,90.166
results_w60/bigkey.blif.txt,0,0,342,4,1353,0,0,229,197,224,1699,16,2.989e-009,2.30503e-009,2.30503e-009,3.79333, 72,3.79224e+006,2.51828e+006,7059.80,0.364,2.3734e-009,43.024
results_w60/bigkeyTMR.blif.txt,0,0,1026,209,4059,0,0,229,197,672,5294,27,3.946e-009,2.75166e-009,2.75166e-009,5.12677, 213,1.07989e+007,7.85114e+006,6817.20,0.518,2.75166e-009,154.662
results_w60/clma.blif.txt,1,0,527,2040,5797,0,0,62,82,33,8365,34,1.345e-008,8.66818e-009,8.66818e-009,8.66818e-009, ,8.66818e-009,,,8.66818e-009,8.66818e-009,582.871
results_w60/clmaTMR.blif.txt,3,0,1581,6202,17391,0,0,62,82,99,25177,59,1.883e-008,9.25051e-009,9.25051e-009,9.25051e-009, ,9.25051e-009,,,9.25051e-009,9.25051e-009,8371.95
results_w60/des.blif.txt,0,0,88,323,1180,0,0,256,245,0,1591,16,4.837e-009,3.75422e-009,3.75422e-009,4.15635, 55,3.79224e+006,2.37014e+006,7059.80,0.423,3.89096e-009,50.68
results_w60/desTMR.blif.txt,0,0,264,1214,3540,0,0,256,245,0,5018,27,6.752e-009,4.2115e-009,4.2115e-009,4.07778, 114,1.07989e+007,7.43636e+006,6817.20,0.481,4.34824e-009,141.366
results_w60/diffeq.blif.txt,0,0,141,440,913,0,0,64,39,377,1494,15,7.667e-009,6.2996e-009,6.2996e-009,3.20978, 61,3.33302e+006,2.26645e+006,7029.98,0.365,6.64145e-009,28.392
results_w60/diffeqTMR.blif.txt,0,0,423,1359,2739,0,0,64,39,1131,4521,25,8.692e-009,6.42534e-009,6.42534e-009,3.60614, 149,9.25838e+006,6.82901e+006,6911.60,0.468,6.76719e-009,115.085
results_w60/dsip.blif.txt,0,0,2,4,1356,0,0,229,197,224,1362,14,2.852e-009,2.16829e-009,2.16829e-009,3.84115, 60,2.90343e+006,2.02943e+006,7068.06,0.332,2.30503e-009,36.32
results_w60/dsipTMR.blif.txt,0,0,6,209,4068,0,0,229,197,672,4283,24,3.536e-009,2.78362e-009,2.78362e-009,4.87989, 190,8.53254e+006,6.35497e+006,6926.17,0.419,2.71525e-009,118.515
results_w60/elliptic.blif.txt,0,0,433,1024,2145,0,0,131,114,1122,3602,23,9.035e-009,7.1891e-009,7.1891e-009,4.76756, 152,7.83632e+006,5.46616e+006,6847.03,0.529,7.32584e-009,101.398
results_w60/ellipticTMR.blif.txt,0,0,1299,3186,6435,0,0,131,114,3366,10920,39,1.143e-008,7.33684e-009,7.33684e-009,5.74891, 495,2.25312e+007,1.65612e+007,6739.72,0.681,7.54195e-009,475.005
results_w60/ex1010.blif.txt,0,0,190,1944,2464,0,0,10,10,0,4598,25,7.516e-009,5.53253e-009,5.53253e-009,5.53253e-009, ,5.53253e-009,,,5.53253e-009,5.53253e-009,38375.1
results_w60/ex1010TMR.blif.txt,0,0,570,5842,7392,0,0,10,10,0,13804,44,1.101e-008,7.10642e-009,7.10642e-009,7.10642e-009, ,7.10642e-009,,,7.10642e-009,7.10642e-009,673.237
results_w60/ex5p.blif.txt,0,0,45,227,792,0,0,8,63,0,1064,13,4.769e-009,3.89096e-009,3.89096e-009,5.29429, 62,2.50346e+006,1.58503e+006,7118.14,0.525,4.14313e-009,18.899
results_w60/ex5pTMR.blif.txt,0,0,135,744,2376,0,0,8,63,0,3255,22,6.958e-009,5.19137e-009,5.19137e-009,5.19137e-009, ,5.19137e-009,,,5.19137e-009,5.19137e-009,103.991
results_w60/frisc.blif.txt,0,0,276,965,2298,0,0,20,116,886,3539,23,1.472e-008,1.02778e-008,1.02778e-008,6.17131, 126,7.83632e+006,5.31803e+006,6847.03,0.627,1.05616e-008,107.33
results_w60/friscTMR.blif.txt,0,0,828,3011,6894,0,0,20,116,2658,10733,39,1.981e-008,1.05314e-008,1.05314e-008,1.05314e-008, ,1.05314e-008,,,1.05314e-008,1.05314e-008,740.266
results_w60/misex3.blif.txt,0,0,66,502,829,0,0,14,14,0,1397,14,4.495e-009,4.08576e-009,4.08576e-009,4.99571, 62,2.90343e+006,2.07387e+006,7068.06,0.457,4.15413e-009,21.286
