results_w-1\alu4.blif.txt,0,0,121,446,955,0,0,14,8,0,1522,40,8.677e-009,3.94902e-009,40,4.93835, 57,2.37015e+007,2.26645e+006,4484.46,0.0931,4.41592e-009,188.578
results_w-1\alu4TMR.blif.txt,0,0,363,1346,2865,0,0,14,8,0,4574,40,8.882e-009,5.05394e-009,48,5.76831, 190,2.37015e+007,6.78457e+006,5312.59,0.274,5.39579e-009,310.261
results_w-1\apex2.blif.txt,0,0,117,589,1172,0,0,38,3,0,1878,40,9.019e-009,4.56504e-009,44,5.91942, 89,2.37015e+007,2.78492e+006,4755.32,0.148,4.82752e-009,318.266
results_w-1\apex2TMR.blif.txt,0,0,351,1770,3516,0,0,38,3,0,5637,40,9.305e-009,5.93313e-009,58,6.34677, 196,2.37015e+007,8.3548e+006,6154.77,0.354,6.0015e-009,1177.98
results_w-1\apex4.blif.txt,1,0,23,538,700,0,0,9,19,0,1262,40,7.298e-009,3.87996e-009,48,5.73161, 63,2.37015e+007,1.8813e+006,5312.59,0.0994,4.21081e-009,172.493
results_w-1\apex4TMR.blif.txt,3,0,69,1633,2100,0,0,9,19,0,3805,40,9.008e-009,4.84883e-009,58,5.46446, 163,2.37015e+007,5.64393e+006,6154.77,0.226,5.25905e-009,558.377
results_w-1\bigkey.blif.txt,0,0,342,4,1353,0,0,229,197,224,1699,40,4.766e-009,2.23666e-009,46,4.72336, 70,2.37015e+007,2.51828e+006,4893.44,0.108,2.44177e-009,242.135
results_w-1\bigkeyTMR.blif.txt,0,0,1026,209,4059,0,0,229,197,672,5294,40,5.108e-009,2.61492e-009,50,5.66876, 189,2.37015e+007,7.85114e+006,5580.69,0.328,2.96673e-009,496.39
results_w-1\clma.blif.txt,1,0,527,2040,5797,0,0,62,82,33,8365,40,1.552e-008,8.64687e-009,68,6.00083, 272,2.37015e+007,1.24284e+007,7309.34,0.485,8.90935e-009,3077.08
results_w-1\clmaTMR.blif.txt,3,0,1581,6202,17391,0,0,62,82,99,25177,40,40,40,40,40, 40,40,40,,40,40,40
results_w-1\des.blif.txt,0,0,88,323,1180,0,0,256,245,0,1591,40,7.162e-009,3.74322e-009,40,5.17360, 58,2.37015e+007,2.37014e+006,4484.46,0.145,4.23281e-009,267.251
results_w-1\desTMR.blif.txt,0,0,264,1214,3540,0,0,256,245,0,5018,40,8.325e-009,4.29087e-009,40,4.82727, 144,2.37015e+007,7.43636e+006,4484.46,0.407,4.63272e-009,878.429
results_w-1\diffeq.blif.txt,0,0,141,440,913,0,0,64,39,377,1494,40,1.02e-008,6.36797e-009,34,4.24134, 74,2.37015e+007,2.26645e+006,4057.97,0.139,6.50471e-009,252.483
results_w-1\diffeqTMR.blif.txt,0,0,423,1359,2739,0,0,64,39,1131,4521,40,1.039e-008,6.22023e-009,42,4.14422, 203,2.37015e+007,6.82901e+006,4622.14,0.317,6.42534e-009,572.999
results_w-1\dsip.blif.txt,0,0,2,4,1356,0,0,229,197,224,1362,40,4.835e-009,2.3624e-009,46,4.75946, 66,2.37015e+007,2.02943e+006,4893.44,0.0776,2.3624e-009,200.209
results_w-1\dsipTMR.blif.txt,0,0,6,209,4068,0,0,229,197,672,4283,40,4.63e-009,2.44177e-009,38,5.53621, 150,2.37015e+007,6.35497e+006,4339.08,0.288,2.92036e-009,523.696
results_w-1\elliptic.blif.txt,0,0,433,1024,2145,0,0,131,114,1122,3602,40,1.218e-008,7.0678e-009,50,5.70741, 203,2.37015e+007,5.46616e+006,5580.69,0.269,7.32584e-009,442.943
results_w-1\ellipticTMR.blif.txt,0,0,1299,3186,6435,0,0,131,114,3366,10920,40,1.156e-008,7.26847e-009,60,5.72179, 435,2.37015e+007,1.65612e+007,6757.53,0.646,7.54195e-009,1566.64
results_w-1\ex1010.blif.txt,0,0,190,1944,2464,0,0,10,10,0,4598,40,9.146e-009,5.64796e-009,62,5.53750, 159,2.37015e+007,6.81419e+006,6897.47,0.266,6.19492e-009,1108.01
results_w-1\ex1010TMR.blif.txt,0,0,570,5842,7392,0,0,10,10,0,13804,40,40,40,40,40, 40,40,40,,40,40,40
